최고기온,최저기온,일교차,강수량,평균습도,평균풍속,일조합,일사합,일조율,평균기온,월,ds
23.6,19.2,4.4,0.0,87.7,1.1,0.0,5.681,2.38,21.2,9.0,1960-09-04
29.1,17.7,11.4,3.28,79.3,1.2,9.4,17.799,70.69000000000001,22.8,9.0,1960-09-05
25.1,20.0,5.1,11.85,86.7,1.1,1.1,5.922,3.7700000000000005,21.9,9.0,1960-09-06
26.4,17.3,9.1,0.0,73.3,2.2,3.4,11.197,29.4,21.3,9.0,1960-09-07
24.3,14.5,9.8,0.31,59.7,2.2,9.9,14.879,82.05000000000001,18.9,9.0,1960-09-08
26.1,15.3,10.8,1.7899999999999998,67.7,1.8,10.0,18.010999999999996,80.88,20.3,9.0,1960-09-09
28.6,16.5,12.1,1.6900000000000002,65.0,1.2,10.1,15.778000000000002,81.12000000000002,22.1,9.0,1960-09-10
29.2,15.1,14.1,2.29,64.3,1.1,10.6,14.185000000000002,85.26,22.0,9.0,1960-09-11
30.2,16.7,13.5,2.75,62.3,1.1,10.3,16.847,83.26,23.2,9.0,1960-09-12
30.7,17.5,13.2,19.6,74.3,1.3,7.5,14.222000000000003,67.53999999999999,22.5,9.0,1960-09-13
21.5,17.8,3.7,5.2,81.0,3.2,0.4,4.836,0.8400000000000001,19.9,9.0,1960-09-14
23.8,15.2,8.6,3.08,61.7,2.2,10.1,15.505999999999997,80.42,18.7,9.0,1960-09-15
25.7,12.3,13.4,2.62,63.7,0.7,10.2,15.134999999999996,83.34,19.0,9.0,1960-09-16
20.8,15.4,5.4,0.0,74.0,1.3,0.0,5.31,1.3199999999999998,18.3,9.0,1960-09-17
20.8,15.9,4.9,1.5,80.3,2.9,0.0,5.3,5.930000000000001,19.1,9.0,1960-09-18
27.8,16.8,11.0,7.529999999999999,72.7,1.4,10.2,16.990000000000002,78.65,21.8,9.0,1960-09-19
27.9,16.2,11.7,1.75,67.3,1.3,10.3,15.209999999999999,78.14000000000001,21.2,9.0,1960-09-20
27.2,14.6,12.6,0.9299999999999999,70.0,1.3,10.6,17.137999999999998,83.44,20.7,9.0,1960-09-21
25.3,17.6,7.7,1.4,77.7,0.9,2.8,10.147,24.45,21.0,9.0,1960-09-22
24.9,18.1,6.8,3.3,82.7,1.0,0.8,7.390000000000001,4.609999999999999,21.7,9.0,1960-09-23
25.1,19.6,5.5,0.0,84.3,1.3,0.6,6.631,5.989999999999999,21.8,9.0,1960-09-24
27.2,16.6,10.6,2.54,54.3,1.7,3.7,14.407,40.25000000000001,21.1,9.0,1960-09-25
20.7,16.9,3.8,6.3,79.3,2.9,0.0,4.218,2.0100000000000002,17.8,9.0,1960-09-26
22.5,17.2,5.3,13.1,81.7,3.5,0.0,5.265,2.88,21.0,9.0,1960-09-27
23.5,14.8,8.7,0.61,51.3,4.3,6.1,14.385,61.7,18.6,9.0,1960-09-28
18.3,14.1,4.2,1.1,67.0,2.8,0.0,5.5329999999999995,4.87,16.4,9.0,1960-09-29
18.6,14.8,3.8,6.3,91.7,2.8,0.0,3.11,0.42000000000000004,16.1,9.0,1960-09-30
21.8,14.2,7.6,0.8400000000000001,68.7,2.0,10.7,15.810000000000002,77.68999999999998,17.6,10.0,1960-10-01
21.1,12.1,9.0,0.06999999999999999,55.7,3.3,4.9,10.78,42.68000000000001,16.0,10.0,1960-10-02
21.1,9.8,11.3,1.3199999999999998,57.7,1.5,9.6,13.684000000000001,84.78,14.9,10.0,1960-10-03
23.8,8.8,15.0,1.75,63.0,0.7,9.3,14.710999999999999,83.16,15.8,10.0,1960-10-04
23.1,9.5,13.6,1.3699999999999999,69.3,0.9,5.2,11.472999999999999,52.54,15.8,10.0,1960-10-05
21.4,12.6,8.8,1.05,52.3,4.2,9.6,15.435000000000002,82.85,15.8,10.0,1960-10-06
23.8,10.3,13.5,1.6,59.3,2.3,9.1,12.341000000000001,85.55,16.6,10.0,1960-10-07
22.2,10.5,11.7,2.0300000000000002,63.7,1.0,10.7,14.037,87.48999999999998,15.9,10.0,1960-10-08
23.0,9.0,14.0,2.2,65.7,1.0,10.6,13.416999999999998,87.52,15.9,10.0,1960-10-09
22.8,9.3,13.5,1.7,68.7,1.1,9.8,14.285,84.54,15.8,10.0,1960-10-10
24.2,10.6,13.6,1.9099999999999997,71.3,0.6,9.1,14.101999999999999,81.28999999999999,16.7,10.0,1960-10-11
25.7,12.1,13.6,1.1099999999999999,60.3,1.0,10.2,14.454000000000002,85.22,18.7,10.0,1960-10-12
24.4,12.8,11.6,3.6,64.0,1.0,7.8,13.613,69.79,18.4,10.0,1960-10-13
25.2,15.4,9.8,2.71,63.0,1.1,4.5,11.959999999999999,38.62,19.3,10.0,1960-10-14
24.9,14.0,10.9,1.7899999999999998,64.7,1.5,6.7,12.197,59.510000000000005,19.0,10.0,1960-10-15
17.8,10.0,7.8,1.2,87.7,1.4,0.0,4.159000000000001,7.51,14.1,10.0,1960-10-16
17.4,8.2,9.2,0.86,65.0,1.7,9.4,12.196000000000002,82.09,12.4,10.0,1960-10-17
20.3,5.4,14.9,1.9899999999999998,65.3,1.2,10.0,13.869,85.23,13.2,10.0,1960-10-18
22.7,8.0,14.7,1.9,60.3,0.8,9.8,12.969999999999999,84.53999999999999,15.1,10.0,1960-10-19
23.1,11.8,11.3,0.29999999999999993,59.0,0.7,5.7,10.453,55.31999999999999,16.5,10.0,1960-10-20
22.9,10.8,12.1,1.58,66.0,1.1,7.5,13.170000000000002,69.4,15.9,10.0,1960-10-21
22.4,10.1,12.3,1.6800000000000002,66.3,1.2,9.4,13.495999999999999,84.97,16.1,10.0,1960-10-22
22.4,9.7,12.7,1.8,68.0,0.9,10.1,14.608,86.84,15.8,10.0,1960-10-23
21.2,9.8,11.4,1.2,75.7,1.6,8.8,11.672,77.89,15.3,10.0,1960-10-24
14.7,7.4,7.3,6.83,66.7,1.8,3.5,6.119999999999999,33.38,11.6,10.0,1960-10-25
12.0,8.5,3.5,6.7,78.3,0.6,0.0,2.536,2.6900000000000004,9.6,10.0,1960-10-26
17.5,7.0,10.5,1.02,63.0,1.5,5.9,8.271999999999998,58.540000000000006,11.0,10.0,1960-10-27
17.2,6.2,11.0,0.8,65.0,1.3,8.1,11.213000000000001,77.62,11.1,10.0,1960-10-28
17.6,7.6,10.0,1.3299999999999998,71.3,0.9,3.9,7.226000000000001,35.6,12.6,10.0,1960-10-29
17.6,8.2,9.4,0.0,73.7,0.5,2.1,7.352999999999999,27.419999999999998,12.8,10.0,1960-10-30
19.2,7.3,11.9,2.06,74.0,0.7,3.8,8.382000000000001,43.839999999999996,13.0,10.0,1960-10-31
17.1,7.8,9.3,5.7,59.0,2.6,7.3,11.415000000000001,71.33,12.7,11.0,1960-11-01
12.2,3.5,8.7,0.76,51.0,1.8,9.4,12.222,84.91,7.7,11.0,1960-11-02
13.3,1.1,12.2,2.55,61.3,1.3,7.2,9.198,71.09,7.6,11.0,1960-11-03
13.7,5.4,8.3,1.7400000000000002,60.3,1.7,4.0,6.603999999999999,38.6,8.9,11.0,1960-11-04
14.4,2.1,12.3,2.8899999999999997,59.7,1.0,8.7,10.383999999999999,81.67999999999999,8.0,11.0,1960-11-05
17.1,2.8,14.3,0.51,65.7,1.1,9.0,9.818999999999999,79.19000000000001,9.8,11.0,1960-11-06
17.0,4.0,13.0,2.4,75.7,1.3,5.8,8.694999999999999,68.54999999999998,10.7,11.0,1960-11-07
18.0,5.6,12.4,0.78,72.7,0.8,7.8,9.162,73.57,12.3,11.0,1960-11-08
14.8,6.4,8.4,8.010000000000002,74.0,1.9,1.4,5.309,14.459999999999999,10.6,11.0,1960-11-09
9.8,3.2,6.6,0.86,60.3,2.1,6.3,8.248,62.96999999999999,6.3,11.0,1960-11-10
11.6,2.0,9.6,1.9300000000000004,61.7,1.0,2.2,5.981999999999999,28.48,6.6,11.0,1960-11-11
13.5,2.8,10.7,1.35,62.0,1.3,3.6,7.303999999999999,35.92,7.8,11.0,1960-11-12
11.8,2.3,9.5,0.0,70.0,1.8,2.7,5.513,29.890000000000004,6.5,11.0,1960-11-13
10.2,1.5,8.7,0.9200000000000002,61.0,1.9,8.7,8.516000000000002,79.93999999999998,5.6,11.0,1960-11-14
14.1,2.9,11.2,2.6399999999999997,60.0,1.8,7.5,9.73,77.27000000000001,8.8,11.0,1960-11-15
14.1,4.5,9.6,2.1700000000000004,68.3,1.0,2.0,5.139,19.869999999999997,8.7,11.0,1960-11-16
14.9,3.4,11.5,2.3,68.3,1.2,5.6,7.959999999999999,56.14000000000001,8.8,11.0,1960-11-17
13.0,2.9,10.1,0.0,79.7,1.2,0.0,4.029999999999999,13.52,8.8,11.0,1960-11-18
14.5,5.0,9.5,1.54,52.3,1.9,7.8,11.605,79.2,9.8,11.0,1960-11-19
12.3,0.9,11.4,1.0399999999999998,53.7,1.8,0.8,5.854,20.419999999999998,7.8,11.0,1960-11-20
14.9,8.8,6.1,22.4,67.3,3.4,0.9,5.885,19.92,11.9,11.0,1960-11-21
14.7,10.3,4.4,24.8,84.7,3.0,0.0,3.478,2.13,12.6,11.0,1960-11-22
11.3,6.5,4.8,7.1,69.0,6.5,0.0,3.064,9.709999999999999,9.5,11.0,1960-11-23
10.2,6.5,3.7,8.8,95.3,3.6,0.0,1.734,0.2,9.1,11.0,1960-11-24
8.8,0.9,7.9,3.7,80.3,3.6,0.0,3.4850000000000003,9.41,5.8,11.0,1960-11-25
1.1,-10.2,11.3,0.0,40.0,5.7,7.7,8.889999999999999,85.13,-5.6,11.0,1960-11-26
0.1,-11.2,11.3,3.0,56.7,1.6,4.8,7.589,65.42,-4.9,11.0,1960-11-27
3.8,-3.2,7.0,0.8,64.3,2.3,5.5,7.135,61.34000000000001,0.2,11.0,1960-11-28
2.2,-5.2,7.4,0.08,65.3,1.4,4.0,5.639,41.940000000000005,-1.8,11.0,1960-11-29
7.9,-4.0,11.9,0.2,59.7,3.3,4.2,6.186,56.17,1.3,11.0,1960-11-30
-0.8,-7.3,6.5,0.23000000000000004,42.0,2.5,8.4,8.853,88.43999999999998,-3.2,12.0,1960-12-01
8.2,-2.2,10.4,0.26,59.7,2.0,5.4,5.550000000000001,61.65,2.9,12.0,1960-12-02
9.9,0.1,9.8,0.37,72.7,1.2,6.3,7.5040000000000004,62.39,4.8,12.0,1960-12-03
7.6,-0.4,8.0,4.1,81.3,1.1,0.0,2.8140000000000005,6.209999999999999,3.3,12.0,1960-12-04
4.0,-3.0,7.0,0.0,67.3,3.5,1.0,3.4819999999999993,11.919999999999998,0.7,12.0,1960-12-05
-1.0,-7.6,6.6,0.02,46.3,3.2,8.3,9.315,84.00000000000001,-4.5,12.0,1960-12-06
1.8,-6.9,8.7,0.0,52.7,2.5,7.4,8.736,74.92999999999999,-2.1,12.0,1960-12-07
5.6,-6.2,11.8,0.45999999999999996,59.7,1.2,6.0,6.770999999999999,73.79999999999998,0.3,12.0,1960-12-08
8.0,0.4,7.6,4.8,67.0,3.8,1.4,4.879,12.17,4.5,12.0,1960-12-09
9.4,2.2,7.2,1.1,71.0,2.9,4.9,6.465999999999999,54.36999999999999,5.6,12.0,1960-12-10
11.6,0.5,11.1,4.2,75.0,2.6,0.8,3.5919999999999996,14.49,7.0,12.0,1960-12-11
8.4,-1.7,10.1,4.2,56.7,6.5,5.0,7.443,58.89,2.4,12.0,1960-12-12
3.6,-4.7,8.3,0.0,58.3,1.8,0.9,4.734999999999999,19.62,0.3,12.0,1960-12-13
4.4,-2.9,7.3,0.6599999999999999,64.7,1.2,4.6,4.8759999999999994,41.37,0.7,12.0,1960-12-14
2.9,-4.0,6.9,0.9,62.0,2.6,5.5,7.0120000000000005,59.220000000000006,-0.1,12.0,1960-12-15
4.2,-6.6,10.8,1.5699999999999998,68.3,1.0,6.7,6.880000000000001,62.38000000000001,-1.0,12.0,1960-12-16
0.6,-11.4,12.0,0.3,59.3,3.8,3.6,5.868999999999999,50.209999999999994,-4.2,12.0,1960-12-17
-6.2,-13.1,6.9,0.13999999999999999,57.3,3.5,8.3,9.983,81.92000000000002,-9.9,12.0,1960-12-18
-1.8,-12.6,10.8,0.4600000000000001,52.3,1.3,6.3,8.771,75.21000000000001,-7.1,12.0,1960-12-19
2.3,-6.3,8.6,0.2,69.0,1.8,0.9,4.263,18.919999999999998,-2.2,12.0,1960-12-20
1.9,-7.2,9.1,0.0,67.3,0.9,2.9,5.8740000000000006,30.29,-3.1,12.0,1960-12-21
4.8,-5.6,10.4,0.0,65.3,1.8,2.9,4.718,26.940000000000005,-0.3,12.0,1960-12-22
4.7,-5.0,9.7,0.8300000000000001,74.3,1.0,2.4,4.590999999999999,22.860000000000003,0.0,12.0,1960-12-23
5.8,-1.0,6.8,0.0,67.0,1.6,3.1,4.496999999999999,33.019999999999996,2.5,12.0,1960-12-24
2.0,-6.6,8.6,0.0,72.0,3.9,4.4,6.096,47.0,-1.7,12.0,1960-12-25
-1.7,-7.7,6.0,0.49000000000000005,61.0,2.2,4.7,7.143000000000001,61.86,-5.2,12.0,1960-12-26
-0.7,-9.4,8.7,0.0,61.3,1.8,0.0,4.5809999999999995,25.990000000000002,-5.2,12.0,1960-12-27
-4.3,-9.8,5.5,0.18,53.0,3.7,4.3,8.229000000000001,66.4,-7.5,12.0,1960-12-28
-7.9,-13.5,5.6,0.13,49.3,5.0,9.0,9.971999999999998,84.19000000000001,-10.8,12.0,1960-12-29
-9.7,-16.0,6.3,0.16999999999999998,53.3,5.7,8.2,9.631,83.50999999999999,-12.8,12.0,1960-12-30
-7.2,-15.7,8.5,0.2,58.3,3.0,7.3,9.631,79.08,-11.7,12.0,1960-12-31
-4.9,-15.0,10.1,1.3699999999999999,73.8,0.8,2.7,5.836,28.1,-9.8,1.0,1961-01-01
0.2,-12.3,12.5,0.8200000000000001,72.3,1.4,4.9,6.744999999999999,51.0,-6.2,1.0,1961-01-02
0.3,-4.7,5.0,3.7,77.0,2.6,0.0,3.1109999999999998,0.0,-1.1,1.0,1961-01-03
-4.7,-13.7,9.0,0.18,46.0,2.9,8.4,9.714,86.6,-9.5,1.0,1961-01-04
-6.2,-16.5,10.3,0.16999999999999998,54.3,0.9,6.2,9.078999999999999,63.9,-10.8,1.0,1961-01-05
-5.7,-9.9,4.2,0.07999999999999999,57.0,2.7,7.8,10.422,80.4,-7.9,1.0,1961-01-06
-0.5,-9.9,9.4,0.0,71.3,1.7,4.0,6.894,41.2,-5.4,1.0,1961-01-07
2.3,-4.7,7.0,3.56,79.3,0.9,0.0,2.4200000000000004,0.0,-0.8,1.0,1961-01-08
2.9,-4.5,7.4,3.08,81.3,0.7,0.0,2.554,0.0,-0.8,1.0,1961-01-09
1.8,-10.6,12.4,1.02,55.0,4.2,1.4,6.248,14.3,-1.9,1.0,1961-01-10
-9.5,-16.4,6.9,0.05,48.3,3.4,8.4,11.291,85.7,-12.9,1.0,1961-01-11
-5.2,-16.3,11.1,0.1,54.3,1.3,5.7,8.782,58.2,-10.6,1.0,1961-01-12
2.4,-8.0,10.4,0.2,76.0,3.7,4.6,6.44,46.9,-3.7,1.0,1961-01-13
-2.0,-9.7,7.7,0.48999999999999994,57.3,2.0,8.5,9.791999999999998,86.7,-6.1,1.0,1961-01-14
-0.8,-9.2,8.4,1.4,64.3,3.8,6.6,8.809000000000001,66.7,-5.2,1.0,1961-01-15
-4.7,-12.8,8.1,2.5,68.3,2.2,3.2,7.2490000000000006,32.7,-9.1,1.0,1961-01-16
-4.2,-16.2,12.0,1.6,64.3,1.4,1.0,4.564,10.1,-9.7,1.0,1961-01-17
-6.4,-12.5,6.1,0.21000000000000002,74.0,2.7,8.6,10.033,86.9,-9.3,1.0,1961-01-18
-2.3,-14.5,12.2,0.13999999999999999,67.8,1.3,6.6,8.999,66.7,-9.0,1.0,1961-01-19
1.5,-7.0,8.5,0.5,71.5,1.9,1.6,4.874,16.2,-2.2,1.0,1961-01-20
5.2,-3.0,8.2,0.0,75.0,3.6,8.3,12.248000000000001,83.0,1.5,1.0,1961-01-21
-1.0,-8.1,7.1,0.15,51.8,2.1,8.8,11.753,88.0,-4.4,1.0,1961-01-22
3.9,-7.5,11.4,0.12,61.8,1.1,7.3,8.227,72.3,-2.2,1.0,1961-01-23
1.1,-2.2,3.3,5.7,84.8,2.0,0.0,1.572,0.0,0.2,1.0,1961-01-24
1.1,-4.8,5.9,2.3,63.5,5.9,7.3,9.59,72.3,-1.0,1.0,1961-01-25
-0.6,-7.5,6.9,0.53,41.8,3.2,9.0,13.456999999999999,89.1,-4.2,1.0,1961-01-26
3.2,-7.9,11.1,0.4800000000000001,58.5,1.2,5.6,8.931999999999999,54.9,-3.3,1.0,1961-01-27
2.5,-5.4,7.9,0.09,67.3,0.6,0.5,5.197,4.9,-1.5,1.0,1961-01-28
1.4,-5.4,6.8,1.18,68.8,2.6,5.4,7.824,52.9,-1.6,1.0,1961-01-29
-2.2,-7.6,5.4,0.32,65.0,3.4,8.0,11.327,77.7,-5.3,1.0,1961-01-30
-5.7,-13.4,7.7,0.0,63.8,3.1,8.1,9.852,78.6,-8.8,1.0,1961-01-31
-3.8,-14.2,10.4,0.35,59.5,1.4,7.9,10.352,76.7,-9.7,2.0,1961-02-01
-5.4,-11.2,5.8,0.68,67.0,3.1,3.2,6.363,30.8,-8.0,2.0,1961-02-02
-0.5,-11.6,11.1,0.1,69.0,1.3,7.2,8.784999999999998,69.2,-6.1,2.0,1961-02-03
5.1,-4.1,9.2,0.82,62.0,1.9,1.2,3.7730000000000006,11.5,0.2,2.0,1961-02-04
4.7,0.8,3.9,4.4,72.0,3.0,0.0,2.181,0.0,2.5,2.0,1961-02-05
7.3,1.6,5.7,0.6,75.5,3.7,0.0,3.8239999999999994,0.0,4.6,2.0,1961-02-06
3.4,-2.5,5.9,1.2,84.5,3.5,0.0,2.2600000000000002,0.0,1.0,2.0,1961-02-07
1.2,-4.5,5.7,0.16999999999999998,60.3,4.3,9.1,12.951999999999998,85.8,-1.9,2.0,1961-02-08
2.4,-5.0,7.4,0.21000000000000002,58.5,3.7,9.0,12.404,84.9,-1.5,2.0,1961-02-09
-0.4,-8.0,7.6,0.13,49.3,2.0,4.9,8.117,46.2,-4.2,2.0,1961-02-10
2.1,-5.4,7.5,1.9,68.8,1.3,4.5,6.617,42.1,-2.0,2.0,1961-02-11
0.1,-8.9,9.0,0.48999999999999994,56.5,4.8,9.2,12.209999999999999,86.0,-4.6,2.0,1961-02-12
4.6,-6.8,11.4,0.0,70.0,4.4,3.0,5.808000000000001,28.0,-1.6,2.0,1961-02-13
-4.4,-9.8,5.4,0.18,37.3,5.3,9.6,12.953,88.9,-7.4,2.0,1961-02-14
-1.2,-8.7,7.5,0.19,50.8,3.2,9.5,12.102999999999998,88.0,-5.2,2.0,1961-02-15
2.4,-8.8,11.2,0.4,68.8,1.4,4.0,5.473000000000001,36.7,-2.8,2.0,1961-02-16
2.5,-5.8,8.3,0.1,52.5,3.6,9.5,13.886000000000001,87.2,-1.9,2.0,1961-02-17
3.0,-8.3,11.3,0.6599999999999999,52.3,2.0,9.8,13.956,89.9,-3.2,2.0,1961-02-18
9.5,-5.2,14.7,1.09,52.8,1.8,6.6,10.541,60.0,1.7,2.0,1961-02-19
9.8,1.1,8.7,1.2799999999999998,61.5,1.9,2.4,7.595999999999999,21.8,5.7,2.0,1961-02-20
6.8,-2.2,9.0,0.7300000000000001,67.3,3.7,8.8,11.11,80.0,2.0,2.0,1961-02-21
6.4,-4.2,10.6,0.31,43.5,3.1,10.0,12.309999999999999,90.1,0.4,2.0,1961-02-22
7.4,-4.5,11.9,0.89,57.8,1.7,8.8,11.088,79.3,1.3,2.0,1961-02-23
9.4,-2.2,11.6,0.0,74.0,1.6,8.9,12.767,79.5,3.9,2.0,1961-02-24
6.6,-0.6,7.2,0.3,73.8,2.8,0.0,3.4650000000000007,0.0,3.7,2.0,1961-02-25
6.5,-2.0,8.5,0.0,70.0,2.4,8.6,10.741999999999999,76.8,1.6,2.0,1961-02-26
8.4,-3.9,12.3,0.16,67.0,1.5,9.8,12.624999999999998,86.7,1.9,2.0,1961-02-27
12.7,-2.7,15.4,0.35,61.5,1.3,8.9,14.870999999999999,78.8,4.5,2.0,1961-02-28
11.9,1.3,10.6,4.4,58.3,1.3,0.0,5.250000000000001,0.0,6.9,3.0,1961-03-01
9.7,5.3,4.4,15.2,96.3,2.1,0.0,1.2650000000000001,0.0,7.6,3.0,1961-03-02
9.6,1.8,7.8,6.0,80.0,6.9,0.0,3.469,0.0,4.9,3.0,1961-03-03
8.6,1.3,7.3,0.0,83.3,2.3,4.7,7.916000000000001,40.9,5.5,3.0,1961-03-04
7.9,-1.1,9.0,0.41,69.0,1.6,9.3,13.796000000000001,80.9,5.3,3.0,1961-03-05
9.0,-1.9,10.9,1.0899999999999999,77.3,3.0,4.3,7.08,37.4,3.0,3.0,1961-03-06
3.5,-4.5,8.0,0.04,39.3,4.0,9.9,14.535,85.3,-1.1,3.0,1961-03-07
4.5,-4.9,9.4,0.32999999999999996,41.5,4.1,10.1,14.981,87.1,-0.8,3.0,1961-03-08
4.6,-4.3,8.9,0.35,49.3,2.9,10.4,15.041,88.9,0.1,3.0,1961-03-09
5.8,-4.2,10.0,0.63,50.5,2.5,10.4,14.769,88.9,0.6,3.0,1961-03-10
8.2,-2.5,10.7,0.21000000000000002,71.3,1.8,10.0,12.857,84.7,2.8,3.0,1961-03-11
11.8,-0.9,12.7,2.33,69.5,1.2,3.2,8.003,27.1,5.8,3.0,1961-03-12
14.8,3.2,11.6,1.15,67.3,2.3,4.9,12.065999999999999,41.5,7.7,3.0,1961-03-13
11.8,1.6,10.2,1.73,75.0,1.9,6.6,11.604999999999999,55.5,3.5,3.0,1961-03-14
11.5,0.4,11.1,1.94,80.5,1.8,5.8,10.719,48.7,4.8,3.0,1961-03-15
12.0,-0.8,12.8,1.4500000000000002,71.0,2.6,7.5,12.876999999999999,62.5,4.9,3.0,1961-03-16
14.9,-0.2,15.1,0.5,46.3,1.9,9.7,17.079,80.8,7.4,3.0,1961-03-17
12.7,4.0,8.7,4.1,60.5,2.4,0.0,4.904,0.0,8.7,3.0,1961-03-18
12.9,5.7,7.2,0.0,60.0,5.7,2.7,8.863,22.3,9.2,3.0,1961-03-19
12.9,3.1,9.8,0.53,62.8,2.2,9.7,16.264999999999997,80.2,7.6,3.0,1961-03-20
13.5,1.4,12.1,1.03,46.8,2.7,8.1,15.5,66.4,7.0,3.0,1961-03-21
13.0,1.3,11.7,2.48,61.8,2.5,8.2,13.479000000000003,67.2,5.9,3.0,1961-03-22
12.7,1.6,11.1,0.08,43.3,3.5,10.6,17.219,86.9,6.7,3.0,1961-03-23
13.1,0.0,13.1,0.61,54.5,1.9,9.1,15.156,74.0,6.5,3.0,1961-03-24
17.0,1.9,15.1,0.48,51.3,3.2,9.6,16.878,78.0,7.5,3.0,1961-03-25
10.4,1.6,8.8,2.6,53.3,4.3,7.7,15.440999999999999,62.1,5.6,3.0,1961-03-26
8.9,0.2,8.7,8.5,75.0,2.1,6.1,9.201,49.2,3.4,3.0,1961-03-27
10.8,-0.6,11.4,2.81,71.5,3.4,8.5,13.802999999999997,68.5,5.4,3.0,1961-03-28
12.7,4.0,8.7,0.0,68.5,5.3,8.8,16.68,70.4,8.2,3.0,1961-03-29
14.8,5.4,9.4,0.0,66.8,3.1,9.4,16.732,75.2,8.4,3.0,1961-03-30
14.3,3.6,10.7,3.1900000000000004,70.3,1.8,7.5,14.504,59.5,8.5,3.0,1961-03-31
17.3,5.4,11.9,2.94,69.3,3.1,8.0,16.648,63.5,10.2,4.0,1961-04-01
15.8,1.8,14.0,0.4,59.5,1.9,10.6,17.784,84.1,8.7,4.0,1961-04-02
19.6,6.4,13.2,0.3,57.8,4.1,3.5,13.132,27.6,14.6,4.0,1961-04-03
17.8,7.4,10.4,76.7,91.0,6.6,0.0,3.2809999999999997,0.0,13.4,4.0,1961-04-04
11.8,4.4,7.4,0.43999999999999995,66.8,5.6,9.7,16.348000000000003,75.8,8.0,4.0,1961-04-05
9.6,2.6,7.0,0.48,43.3,6.4,10.6,21.201999999999998,82.8,5.4,4.0,1961-04-06
18.4,1.4,17.0,0.8099999999999999,53.5,3.8,9.6,17.252000000000002,75.0,9.7,4.0,1961-04-07
12.8,2.7,10.1,0.0,48.8,5.8,8.9,18.241,69.0,8.5,4.0,1961-04-08
10.7,0.7,10.0,0.6599999999999999,48.8,3.7,10.8,18.253,83.7,5.0,4.0,1961-04-09
14.3,0.7,13.6,0.39,58.0,1.8,10.8,16.201,83.7,8.1,4.0,1961-04-10
10.6,6.0,4.6,23.3,78.8,3.0,0.0,3.9559999999999995,0.0,8.6,4.0,1961-04-11
19.4,7.4,12.0,0.1,81.5,2.2,9.3,13.25,70.5,12.8,4.0,1961-04-12
21.5,8.6,12.9,3.7,85.5,2.4,7.8,12.465,59.5,13.0,4.0,1961-04-13
18.3,7.3,11.0,2.07,79.5,2.8,8.9,13.301999999999998,67.9,11.6,4.0,1961-04-14
13.4,4.5,8.9,0.9,61.5,3.0,3.8,9.129,28.8,8.2,4.0,1961-04-15
12.8,2.4,10.4,1.26,62.8,3.2,9.8,16.907999999999998,74.2,7.7,4.0,1961-04-16
14.8,4.6,10.2,5.15,71.3,2.4,7.5,13.194999999999999,56.8,8.8,4.0,1961-04-17
18.7,4.2,14.5,0.28,55.3,2.3,11.1,19.935,84.1,11.6,4.0,1961-04-18
21.4,6.7,14.7,1.35,43.5,2.4,11.2,22.157,84.2,14.0,4.0,1961-04-19
25.0,8.6,16.4,1.9600000000000002,43.8,2.3,11.2,21.746000000000002,84.2,16.4,4.0,1961-04-20
16.9,13.8,3.1,0.9,71.8,2.0,0.0,4.457,0.0,15.4,4.0,1961-04-21
22.3,14.1,8.2,1.4300000000000002,41.3,5.1,10.7,23.11,79.9,17.3,4.0,1961-04-22
22.4,9.5,12.9,1.02,42.8,2.5,10.3,21.033,76.3,15.8,4.0,1961-04-23
20.2,11.5,8.7,0.9800000000000001,52.3,3.3,3.4,11.914000000000001,25.2,15.9,4.0,1961-04-24
17.8,9.6,8.2,3.07,45.5,2.6,0.0,7.611,0.0,13.9,4.0,1961-04-25
18.2,10.4,7.8,0.0,54.3,2.8,5.9,15.16,43.4,13.3,4.0,1961-04-26
17.8,7.6,10.2,0.45,63.5,2.9,11.2,23.463,82.4,13.4,4.0,1961-04-27
24.3,8.6,15.7,2.27,55.8,2.2,10.9,20.561000000000003,80.1,16.5,4.0,1961-04-28
21.8,9.3,12.5,1.3,52.8,2.7,11.0,22.131999999999998,80.3,15.6,4.0,1961-04-29
14.9,7.8,7.1,0.0,80.3,1.9,0.9,6.18,6.6,10.6,4.0,1961-04-30
17.6,7.8,9.8,4.9799999999999995,75.3,1.9,8.0,14.923000000000002,58.4,11.4,5.0,1961-05-01
21.2,4.2,17.0,0.48999999999999994,60.0,2.3,11.2,21.104999999999997,81.2,13.4,5.0,1961-05-02
24.8,8.8,16.0,1.3,71.5,1.6,5.8,15.393,42.0,16.8,5.0,1961-05-03
17.3,6.5,10.8,40.1,88.3,1.5,0.0,2.6659999999999995,0.0,11.2,5.0,1961-05-04
14.8,5.9,8.9,3.17,80.3,2.3,4.9,10.852,35.3,9.8,5.0,1961-05-05
21.2,6.7,14.5,0.7699999999999999,63.0,2.0,9.1,19.063000000000002,65.5,14.2,5.0,1961-05-06
20.5,10.8,9.7,1.2,71.0,3.2,1.5,10.26,10.8,16.4,5.0,1961-05-07
22.8,11.7,11.1,0.0,70.3,2.1,11.0,22.384999999999998,78.6,16.5,5.0,1961-05-08
24.7,12.0,12.7,1.39,68.0,2.5,3.6,15.102,25.7,19.4,5.0,1961-05-09
23.7,19.7,4.0,8.0,78.5,1.9,0.0,6.562,0.0,21.2,5.0,1961-05-10
